22/02/22, 3:05 pm - Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. Tap to learn more.
22/02/22, 3:05 pm - Saifullah RCCiit: <Media omitted>
01/04/22, 9:15 am - Saifullah RCCiit: <Media omitted>
12/04/22, 2:19 am - .: saif bhai mera practical file shayad tumhare pass hai kl yaad se lete aana bhai
12/04/22, 3:40 am - Saifullah RCCiit: Haa bhai bhar liya bag mai
16/04/22, 11:35 am - .: <Media omitted>
16/04/22, 11:35 am - Saifullah RCCiit: Na bhai humlog ko nhi karna
18/04/22, 6:50 pm - .: Assalamualaikum bhai bolle kl daa mai ma'am kya boli krne
18/04/22, 6:52 pm - Saifullah RCCiit: Abhi tak nhi di
18/04/22, 6:53 pm - Saifullah RCCiit: Grp mai pucha hai
18/04/22, 6:54 pm - Saifullah RCCiit: Colouring Graph problem for Group 1
19/04/22, 1:20 pm - Saifullah RCCiit: <Media omitted>
19/04/22, 2:02 pm - .: Bhai class shuru ho gya
19/04/22, 2:02 pm - .: Main ja rha hoon
25/04/22, 5:36 pm - Saifullah RCCiit: <Media omitted>
25/04/22, 10:08 pm - .: Bhai ca ka lab mai kuch likhna hai
25/04/22, 10:09 pm - Saifullah RCCiit: Apna toh bhai kch samjh nhi ara
25/04/22, 10:09 pm - Saifullah RCCiit: Daa ka graph colouring hogaya?
25/04/22, 10:10 pm - .: Full adder tha na 2 half adder r ek or gate ko combine krke whi likh de? Code r img hai tumhare pass
25/04/22, 10:10 pm - .: ?
25/04/22, 10:11 pm - Saifullah RCCiit: Na nhi hai.... sampurna ke pass bhe nhi hai
25/04/22, 10:12 pm - Saifullah RCCiit: Koi nhi likhra kch
25/04/22, 10:12 pm - .: Okay
25/04/22, 10:13 pm - .: Mai bhi nhi likunga tb
25/04/22, 10:13 pm - Saifullah RCCiit: Bas daa likhlo
01/05/22, 12:18 pm - Saifullah RCCiit: Bhai Daa do
01/05/22, 12:18 pm - .: Nhi kiye bhai
01/05/22, 12:19 pm - Saifullah RCCiit: <Media omitted>
01/05/22, 12:19 pm - .: Khi se mile to dena
01/05/22, 12:19 pm - Saifullah RCCiit: Haa ok
06/05/22, 12:09 pm - .: Bhai college mai ho attendance de Dena mera r meraj ka agr possible hoto 
It2020/010
Cse2020/079
06/05/22, 12:09 pm - .: Eid Mubarak
06/05/22, 1:27 pm - Saifullah RCCiit: <Media omitted>
06/05/22, 1:27 pm - Saifullah RCCiit: Nhi bhai nhi gaye hum
08/05/22, 12:08 pm - Saifullah RCCiit: <Media omitted>
08/05/22, 12:08 pm - Saifullah RCCiit: Bhai humlog ko ye karna hai na?
08/05/22, 12:08 pm - Saifullah RCCiit: Tuesday
08/05/22, 12:15 pm - .: Haan siso hi hua tha
08/05/22, 12:15 pm - .: R daa mai kya Krna hai??
08/05/22, 12:20 pm - Saifullah RCCiit: Tsp
08/05/22, 12:33 pm - .: Nhi bhai Krna kya hai
08/05/22, 12:35 pm - Saifullah RCCiit: Wo nhi pata
08/05/22, 12:35 pm - Saifullah RCCiit: 🥹
11/05/22, 10:25 am - Saifullah RCCiit: Bhai abhi kisi ko jante ho jo class 10 passout hua esc se is yr
11/05/22, 11:49 am - .: Nhi
12/05/22, 10:38 pm - Saifullah RCCiit: Aare Maaz bhai tum pay kar diya...agaya ok🫶🏻
12/05/22, 11:05 pm - .: Dopehar mai hi kiya tha
12/05/22, 11:05 pm - Saifullah RCCiit: Haa bhai dekha
16/05/22, 8:03 pm - .: Bhai ca hua
16/05/22, 9:11 pm - Saifullah RCCiit: <Media omitted>
16/05/22, 9:11 pm - Saifullah RCCiit: <Media omitted>
16/05/22, 9:11 pm - Saifullah RCCiit: <Media omitted>
24/05/22, 12:36 pm - .: <Media omitted>
24/05/22, 12:36 pm - .: <Media omitted>
26/05/22, 2:13 am - .: bhai bio ka last ka 2 questions yaad nhi hora thoda yaad krloge
26/05/22, 4:55 am - Saifullah RCCiit: Saad bola bio kar lega hum evs kar re 😂
30/05/22, 10:40 pm - .: Bhai pichla week daa mai kya experiment tha?
30/05/22, 10:41 pm - Saifullah RCCiit: Bellman
09/06/22, 1:27 pm - .: bhai bolle kl sirf viva hoga na practicle to nhi hoga ?
09/06/22, 1:47 pm - Saifullah RCCiit: Only viva
17/06/22, 2:03 pm - Saifullah RCCiit: Kiya loge Maaz bahaya🌚
17/06/22, 2:14 pm - .: Ruko mai dost se puchta hoon
17/06/22, 2:18 pm - .: Pta nhi hai , jo zyada tr kr rha  hai class mai whi kr lete hai
17/06/22, 2:26 pm - Saifullah RCCiit: Haa same mera bhe dost bola
17/06/22, 2:56 pm - Saifullah RCCiit: Tou tum jo logge bata doge bhai
17/06/22, 2:57 pm - Saifullah RCCiit: Or Sunday aaoge Maghrib se phele Gulam Rasool masjid yaad se loha pool ke pass hai😁
17/06/22, 3:11 pm - .: Inshallah
20/07/22, 12:30 pm - Saifullah RCCiit: Waiting for this message
21/07/22, 9:43 pm - .: Waiting for this message
21/07/22, 9:43 pm - .: Waiting for this message
21/07/22, 9:44 pm - .: Waiting for this message
21/07/22, 9:44 pm - Saifullah RCCiit: Waiting for this message
27/07/22, 1:54 pm - Saifullah RCCiit: <Media omitted>
27/07/22, 11:26 pm - .: bhai os mai sirf pdf upload krna hai na jo link diya hua hai usme , koye classroom to nhi hai na?
27/07/22, 11:27 pm - Saifullah RCCiit: Classroom hai but upload link mai hi karna hai
27/07/22, 11:27 pm - .: ok
27/07/22, 11:31 pm - Saifullah RCCiit: Please join the Google Class Room for IT Sem 5 Sec A PCC-CS502 (Operating Systems) with the class code t2hwc42
27/07/22, 11:31 pm - Saifullah RCCiit: Using personal email.
28/07/22, 12:18 pm - .: Bhai sir aagye aajao
28/07/22, 12:26 pm - Saifullah RCCiit: Aare
01/08/22, 11:40 am - .: <Media omitted>
01/08/22, 3:57 pm - .: <Media omitted>
01/08/22, 9:52 pm - Saifullah RCCiit: 164 mb 🤯
01/08/22, 10:56 pm - .: <Media omitted>
01/08/22, 11:23 pm - Saifullah RCCiit: Karenge kaise bhai kiya hua maga tha 😂😂
01/08/22, 11:29 pm - .: Acha hm. Kiya nhi abhi
01/08/22, 11:30 pm - Saifullah RCCiit: Haa ab next mai hi denge
02/08/22, 10:31 am - Saifullah RCCiit: Kha ho
02/08/22, 1:51 pm - Saifullah RCCiit: Aao viva ma'am ke pass
02/08/22, 10:03 pm - .: Bhai sir ka to tabyat thik nhi hai kl cg ka class hoga?
02/08/22, 10:03 pm - .: Sir kuch bole hai
02/08/22, 10:03 pm - Saifullah RCCiit: Surya se pucha boli nhi hoga
08/08/22, 3:41 pm - .: <Media omitted>
08/08/22, 4:22 pm - .: <Media omitted>
08/08/22, 9:51 pm - Saifullah RCCiit: Bhai software ka lab sreeja se mang ke dona 🙉
08/08/22, 9:51 pm - Saifullah RCCiit: Lab 1 and 2
08/08/22, 10:24 pm - .: <Media omitted>
17/08/22, 10:25 pm - Saifullah RCCiit: Agaye bhai bihar se?
17/08/22, 10:26 pm - .: Friday aayenge
17/08/22, 10:28 pm - Saifullah RCCiit: Oh full weekend fir
17/08/22, 10:28 pm - Saifullah RCCiit: <Media omitted>
17/08/22, 10:29 pm - .: 😁
21/08/22, 8:18 pm - Saifullah RCCiit: Python ka pandas ata hai bhai tumko?
21/08/22, 8:34 pm - .: Sikhe the
21/08/22, 8:35 pm - Saifullah RCCiit: <Media omitted>
21/08/22, 8:35 pm - Saifullah RCCiit: https://learnbasicsfun-my.sharepoint.com/:x:/g/personal/karthe_learnbasics_fun/EWRy9FJYQf1Duix6KtT-gI4BpATLyCoIl2wYHFhusf5l1Q?e=JmaUCp

https://learnbasicsfun-my.sharepoint.com/:x:/g/personal/karthe_learnbasics_fun/EX6tFne853FAu6C6Hiy2DQMBk1ncM2mHGn5M1of5Rt_8wQ?e=ECBw4p
21/08/22, 8:35 pm - Saifullah RCCiit: Input 1 and Input 2
21/08/22, 8:35 pm - Saifullah RCCiit: Output 

https://learnbasicsfun-my.sharepoint.com/:x:/g/personal/karthe_learnbasics_fun/EeLDCqeMixpIherhLHJJylkB2CpKVUkHvfL02dehorpPzg?e=p1xwaw
21/08/22, 8:35 pm - Saifullah RCCiit: Souvik ko diye hai wo bola raat ko dekhe ga 🫠
21/08/22, 8:35 pm - .: Nhi
21/08/22, 8:36 pm - .: Bhot pehle sikhe the
21/08/22, 8:36 pm - .: 😅
21/08/22, 8:36 pm - Saifullah RCCiit: Oh
25/08/22, 1:19 pm - Saifullah RCCiit: <Media omitted>
25/08/22, 1:25 pm - .: <Media omitted>
25/08/22, 1:25 pm - .: <Media omitted>
25/08/22, 1:25 pm - .: <Media omitted>
25/08/22, 2:04 pm - Saifullah RCCiit: <Media omitted>
30/08/22, 12:10 pm - Saifullah RCCiit: <Media omitted>
30/08/22, 3:39 pm - .: <Media omitted>
30/08/22, 3:39 pm - .: <Media omitted>
30/08/22, 3:39 pm - .: <Media omitted>
30/08/22, 10:12 pm - .: Os ka report bhejo to
30/08/22, 10:12 pm - Saifullah RCCiit: <Media omitted>
01/09/22, 1:06 pm - .: Aaj jao ge college
01/09/22, 1:07 pm - .: Os ka kab krne
01/09/22, 1:19 pm - Saifullah RCCiit: Na 👀
03/09/22, 5:36 am - Saifullah RCCiit: Write a report on how to Return class 
type data from a method with 
example
03/09/22, 5:36 am - Saifullah RCCiit: Bhai e bolne ka mangra samjh nhi ara thoda batao tou
03/09/22, 9:46 am - .: Bhai so ke the
03/09/22, 9:46 am - .: https://stackoverflow.com/questions/45217528/how-to-return-class-type-in-a-method
03/09/22, 9:46 am - .: Is mai mil jaye ga normal class ka variable return hoga to usko store kese krenge shayad yhi hai
03/09/22, 9:47 am - Saifullah RCCiit: Ohh
03/09/22, 9:47 am - Saifullah RCCiit: Or gfg wala
03/09/22, 9:47 am - .: Dekhe nhi gfg wala
03/09/22, 9:48 am - Saifullah RCCiit: https://www.geeksforgeeks.org/method-class-getreturntype-method-in-java/
03/09/22, 9:58 am - .: Bna liye oops ka report?
03/09/22, 9:58 am - .: Send krdena na
03/09/22, 9:59 am - Saifullah RCCiit: Jaa 🤣🤣 kabse kiya puchre hum
03/09/22, 9:59 am - Saifullah RCCiit: Kaise likhe samjh nhi ara
03/09/22, 10:01 am - .: Mujhe bhi
03/09/22, 10:03 am - Saifullah RCCiit: 🫥
08/09/22, 3:54 pm - .: <Media omitted>
08/09/22, 4:10 pm - .: https://www.goeduhub.com/3550/write-a-shell-script-to-find-a-number-is-armstrong-or-not
09/09/22, 1:10 pm - .: Industry management ka class kro ge
09/09/22, 1:10 pm - .: Cr se baat hua boli sab aarha hai maam boli hai
09/09/22, 1:19 pm - Saifullah RCCiit: Haa ajao
09/09/22, 1:20 pm - Saifullah RCCiit: Humlog aare hqi
09/09/22, 2:17 pm - .: Kis room mai class hota hai
19/09/22, 11:26 am - Saifullah RCCiit: <Media omitted>
19/09/22, 11:26 am - Saifullah RCCiit: <Media omitted>
19/09/22, 2:45 pm - Saifullah RCCiit: Bhai code ka pic send kardo na
19/09/22, 2:45 pm - Saifullah RCCiit: Ghar se chaap dere
19/09/22, 3:23 pm - .: Ok krke dere
19/09/22, 4:49 pm - .: {
            while(true)
            {
            try{
                char p=inputStr.charAt(count);
                int a=p;
                if(a>=65 && a<=90)
                {
                    changedString+=(char)(a+32);
                }
                else
                {
                    changedString+=p;
                }
                count++;
            }
            catch(StringIndexOutOfBoundsException e)
{
return changedString;
               }
            }
        }
        else
        {
            while(true)
            {
            try{
                char p=inputStr.charAt(count);
                int a=p;
                if(a>=97 && a<=122)
                {
                    changedString+=(char)(a-32);
                }
                else
                {
                    changedString+=p;
                }
                count++;
            }
            catch(StringIndexOutOfBoundsException e)
{
return changedString;
               }
            }
        }  
    }
    String findUniqueChars()
    {
        int count=0;
        String uni="";
        int a[]=new int[26];
        int as;
        int index;
        while(true)
        {
            try{
                char p=inputStr.charAt(count);
                as=p;
                if(as>=97 && as<=122)
                {
                    index=(as-97);
                    if(a[index]==0)
                    {
                        uni+=p;
                        a[index]=1;
                    }
                }
                if(as>=65 && as<=90)
                {
                    index=(as-65);
                    if(a[index]==0)
                    {
                        uni+=p;
                        a[index]=1;
                    }
                }
                count++;
            }
            catch(StringIndexOutOfBoundsException e)
{
return uni;
}
        }
    }
    boolean checkPalin()
    {
        int l=0;
        char [] s=inputStr.toCharArray();
        for(int i:s)
        {
           l++;
        }
        int count=0;
        while(true)
{
try{
                if(inputStr.charAt(count)!=inputStr.charAt(l-1-count))
                {
                    return false;
                }
                count++;
}
catch(StringIndexOutOfBoundsException e)
{
return true;
}
}
    }
}
19/09/22, 8:50 pm - .: <Media omitted>
19/09/22, 8:50 pm - .: <Media omitted>
19/09/22, 8:51 pm - .: Upar wala 4 hai se ka lab
19/09/22, 8:51 pm - .: <Media omitted>
19/09/22, 8:51 pm - .: <Media omitted>
19/09/22, 8:51 pm - .: Yeh 5 hai
19/09/22, 8:52 pm - Saifullah RCCiit: Abhi tak 3 bhe nhi likha tha ☠️
19/09/22, 8:55 pm - .: Likh lo bhai
19/09/22, 8:55 pm - .: Kl dekha denge
19/09/22, 8:56 pm - Saifullah RCCiit: Haa likh lenge
20/09/22, 9:44 am - Saifullah RCCiit: Bhai janemaaz le loge
20/09/22, 9:44 am - Saifullah RCCiit: <Media omitted>
20/09/22, 11:36 am - Saifullah RCCiit: <Media omitted>
20/09/22, 11:36 am - Saifullah RCCiit: <Media omitted>
20/09/22, 11:36 am - Saifullah RCCiit: State chart diagram
20/09/22, 11:44 am - Saifullah RCCiit: <Media omitted>
20/09/22, 11:44 am - Saifullah RCCiit: <Media omitted>
20/09/22, 12:30 pm - Saifullah RCCiit: <Media omitted>
21/09/22, 10:05 am - Saifullah RCCiit: Kha tak poche bhai??
21/09/22, 10:06 am - .: abhi nhi nikle ghar se
21/09/22, 10:06 am - .: jare muh hath dhone
21/09/22, 10:06 am - .: kyu
21/09/22, 10:06 am - .: cg ka class nhi krenge
21/09/22, 10:06 am - .: cd ka krenge
21/09/22, 10:32 am - Saifullah RCCiit: Same
21/09/22, 11:21 am - .: Class abhi shuru hua cd ka
21/09/22, 11:21 am - .: ?
21/09/22, 11:48 am - Saifullah RCCiit: 10:30
21/09/22, 11:48 am - Saifullah RCCiit: Ab khatam bhe hogaya
21/09/22, 12:53 pm - .: Bhai aaj to lab nhi hai phir sir lab kyu le rhe hai
21/09/22, 1:17 pm - Saifullah RCCiit: Khud aya nhi hai beta
21/09/22, 1:17 pm - Saifullah RCCiit: Humlog ko upar julm kar ra
21/09/22, 1:18 pm - Saifullah RCCiit: Humlog ko bolra tha lab karo bhaag aye humlog
21/09/22, 1:18 pm - Saifullah RCCiit: <Media omitted>
21/09/22, 10:12 pm - Saifullah RCCiit: Bhai code
21/09/22, 10:12 pm - Saifullah RCCiit: <Media omitted>
21/09/22, 10:20 pm - .: main pura nhi kiya question number 2 nhi kiya
21/09/22, 10:20 pm - .: r submit krne ka time to 9 bje tha
21/09/22, 10:21 pm - .: main bhej deta hoon
21/09/22, 10:21 pm - Saifullah RCCiit: Submit kon karega 🙂
21/09/22, 10:21 pm - .: <Media omitted>
21/09/22, 10:21 pm - Saifullah RCCiit: Bas cocalc mai rehene denge
21/09/22, 11:24 pm - Saifullah RCCiit: Bhai 4 mai token class leke nhi kiye
21/09/22, 11:28 pm - .: Nhi kiye token class aata nhi hai ache se
21/09/22, 11:29 pm - Saifullah RCCiit: Wahi na
22/09/22, 12:32 pm - .: Bhai yhi questions hai na os ka
22/09/22, 12:33 pm - Saifullah RCCiit: Haa sir tou bole the
22/09/22, 12:33 pm - Saifullah RCCiit: Or numericals bhe ayega
22/09/22, 12:33 pm - Saifullah RCCiit: Fcfs, sjf, RR or ek bankers algorithm ka
22/09/22, 12:33 pm - Saifullah RCCiit: Banker confirm
23/09/22, 3:31 pm - Saifullah RCCiit: <Media omitted>
25/09/22, 3:50 pm - Saifullah RCCiit: <Media omitted>
25/09/22, 4:04 pm - .: Shukriya 
Bas ab industry management ka dedo
25/09/22, 4:05 pm - Saifullah RCCiit: https://youtu.be/zAy6xT8Rvag

Hr
25/09/22, 4:05 pm - Saifullah RCCiit: https://youtu.be/SheMhZeajyk

Ob
25/09/22, 4:05 pm - Saifullah RCCiit: Syllabus for CA3: production management and materials management, human resource management, organizational behaviour
25/09/22, 4:05 pm - Saifullah RCCiit: Pd mng milla hai pg58
25/09/22, 4:05 pm - Saifullah RCCiit: Mm pg 70
25/09/22, 4:05 pm - Saifullah RCCiit: <Media omitted>
25/09/22, 4:09 pm - .: Tum insaan nhi farista ho
25/09/22, 4:10 pm - Saifullah RCCiit: Kiya bhai tum bhe
25/09/22, 4:10 pm - Saifullah RCCiit: <Media omitted>
25/09/22, 5:23 pm - Saifullah RCCiit: null
26/09/22, 10:36 am - .: <Media omitted>
26/09/22, 10:43 am - Saifullah RCCiit: Na sahi hai
26/09/22, 10:43 am - Saifullah RCCiit: <Media omitted>
26/09/22, 10:43 am - Saifullah RCCiit: 2. resolution 1280×1024 (column*row)
Refresh rate= 60 frames/s
60frame =1s
1 frame=1/60s
1frame =1024 row
1024row= 1/60s
1row=1/(60×1024)= 1.627x10^-5 s
26/09/22, 10:56 am - .: Tum kiye ya sir ka hai?
26/09/22, 10:56 am - Saifullah RCCiit: Hum YouTube se
26/09/22, 10:57 am - .: Acha 1 thik hai both direction bol rha hai na
26/09/22, 10:57 am - .: ?
26/09/22, 10:57 am - Saifullah RCCiit: Haa
26/09/22, 11:26 am - Saifullah RCCiit: Sahi nhi hai kiya bhai?
26/09/22, 11:26 am - .: nhi shi hai
30/09/22, 2:00 pm - Saifullah RCCiit: This message was deleted
11/10/22, 11:01 pm - Saifullah RCCiit: Assalamualaikum bhai
11/10/22, 11:01 pm - Saifullah RCCiit: Kal aare ho ka
11/10/22, 11:01 pm - Saifullah RCCiit: <Media omitted>
11/10/22, 11:22 pm - .: Walekum assalam bhai
11/10/22, 11:23 pm - .: Pta nhi shayad nhi
11/10/22, 11:23 pm - .: Hb ka class krne aayenge sirf agr aap aur to
11/10/22, 11:24 pm - Saifullah RCCiit: Haa isika karne ke liye atte hai
17/10/22, 2:47 pm - Saifullah RCCiit: Bhai code kar ke dena
17/10/22, 2:47 pm - Saifullah RCCiit: <Media omitted>
17/10/22, 2:49 pm - .: ok
17/10/22, 5:05 pm - .: <Media omitted>
17/10/22, 5:12 pm - Saifullah RCCiit: Jazakallah khair bhai
19/10/22, 10:22 pm - Saifullah RCCiit: Kal aoge bhai
19/10/22, 10:22 pm - Saifullah RCCiit: <Media omitted>
19/10/22, 10:35 pm - .: Class nhi krenge scholarship ka kam se aayenge
19/10/22, 10:41 pm - Saifullah RCCiit: Oh
31/10/22, 10:26 pm - .: Assalam walikum bhai
31/10/22, 10:26 pm - .: Kl aarin hai college
31/10/22, 10:27 pm - Saifullah RCCiit: Walikum assalam bhai
31/10/22, 10:27 pm - .: Aajaye practical kr lenge
31/10/22, 10:27 pm - Saifullah RCCiit: Haa bhai aaye 🫠 1 month hai jhel le
31/10/22, 10:27 pm - Saifullah RCCiit: Haa wahi sochre
31/10/22, 10:27 pm - .: Yeah yeah
31/10/22, 10:27 pm - Saifullah RCCiit: <Media omitted>
01/11/22, 10:49 am - .: College ja rhe ho SE lab ka to koye khabar nhi hai
01/11/22, 11:10 am - Saifullah RCCiit: Aa bhe gaye bhau
01/11/22, 11:11 am - Saifullah RCCiit: Saad bhe
02/11/22, 2:38 pm - Saifullah RCCiit: Bhai experiment konsa kar re
02/11/22, 2:38 pm - Saifullah RCCiit: Os ka
02/11/22, 2:38 pm - Saifullah RCCiit: <Media omitted>
02/11/22, 2:38 pm - Saifullah RCCiit: <Media omitted>
02/11/22, 2:38 pm - Saifullah RCCiit: Ye dono
02/11/22, 2:56 pm - .: Pta nhi kuch sampurna se puchna hoga
03/11/22, 11:34 am - Saifullah RCCiit: Aaye nhi bhai abhi tak
03/11/22, 12:03 pm - .: 2 bje aayenge sirf lab keliye
03/11/22, 12:04 pm - .: tum log sab college mai ho
03/11/22, 12:04 pm - Saifullah RCCiit: Sirf hum
03/11/22, 12:04 pm - Saifullah RCCiit: Saad ka bhe tbyat kharab
03/11/22, 12:46 pm - Saifullah RCCiit: 1 front page le loge tou bhai
03/11/22, 12:49 pm - .: Ok
03/11/22, 4:06 pm - Saifullah RCCiit: sh filereader.sh 3 7 myfile.txt Q2
07/11/22, 7:09 pm - Saifullah RCCiit: The teams will be sorted on the basis of average ygpa (2021-22) of all group members.
07/11/22, 7:09 pm - Saifullah RCCiit: Iska mtlb bhai
07/11/22, 7:09 pm - Saifullah RCCiit: <Media omitted>
07/11/22, 10:31 pm - Saifullah RCCiit: Ka hua bhai pata laga
07/11/22, 10:56 pm - .: nhi bhai kuch pta nhi , sayantan se puchere ruko
07/11/22, 10:56 pm - .: subha puchte hai abhi so jata hai woh log
07/11/22, 10:56 pm - Saifullah RCCiit: Accha
07/11/22, 10:56 pm - Saifullah RCCiit: Ha ha
07/11/22, 10:56 pm - Saifullah RCCiit: Koi na
09/11/22, 1:50 pm - Saifullah RCCiit: Missed voice call
10/11/22, 9:40 am - Saifullah RCCiit: Bhai apna patla wala musallah le loge tou
10/11/22, 10:31 am - .: Ok
10/11/22, 11:03 am - Saifullah RCCiit: Kha ho bhai
10/11/22, 12:57 pm - .: Masjid mai
12/11/22, 12:48 pm - Saifullah RCCiit: Bhai Sahil se baat kiye the...uska team mai add hoge 3 hai wo log
12/11/22, 12:49 pm - Saifullah RCCiit: Sahil, Debismita, Upasana
13/11/22, 7:35 pm - Saifullah RCCiit: This message was deleted
13/11/22, 7:35 pm - Saifullah RCCiit: Isko paste karke chalao bhai
13/11/22, 7:35 pm - Saifullah RCCiit: <Media omitted>
14/11/22, 4:04 pm - .: https://meet.google.com/bmx-vuts-msh
14/11/22, 4:04 pm - Saifullah RCCiit: Yahi hai
14/11/22, 4:04 pm - .: haan bhai
14/11/22, 4:04 pm - .: aajao
14/11/22, 4:05 pm - Saifullah RCCiit: Aare yahi join kar re
14/11/22, 4:05 pm - Saifullah RCCiit: null
14/11/22, 4:06 pm - .: bhai mail kiye
14/11/22, 4:06 pm - .: dekho aaya ho ga
14/11/22, 4:06 pm - Saifullah RCCiit: Fekhre
14/11/22, 4:07 pm - Saifullah RCCiit: Nhi aya mail bhai choro tumlog carry on karo
14/11/22, 4:07 pm - Saifullah RCCiit: Net slow hoga mera lagra
14/11/22, 4:07 pm - Saifullah RCCiit: But wtsp chalra fast
14/11/22, 4:08 pm - .: bhai link kam nhi kr rha hai kya
14/11/22, 4:08 pm - .: ?
14/11/22, 4:08 pm - Saifullah RCCiit: Ask to join tou dikha ra
14/11/22, 4:08 pm - .: https://meet.google.com/bmx-vuts-msh
14/11/22, 4:09 pm - Saifullah RCCiit: Chordo bhai nhi hora
14/11/22, 4:09 pm - Saifullah RCCiit: Hum baad mai puch lenge
14/11/22, 4:09 pm - Saifullah RCCiit: Internet kch problem dera
16/11/22, 5:07 pm - .: <Media omitted>
16/11/22, 5:07 pm - .: <Media omitted>
16/11/22, 5:07 pm - .: Bhai miraj ko khi se mila tha
16/11/22, 5:07 pm - .: Industrial management ka hai
16/11/22, 5:25 pm - Saifullah RCCiit: Ye sab dekhna kha hai organiser ma??
16/11/22, 5:40 pm - .: Organizer ka hai yeh sab?
16/11/22, 5:40 pm - .: Ya book ka
16/11/22, 5:40 pm - Saifullah RCCiit: Wahi tou puchre kha ka hai
16/11/22, 5:41 pm - .: Agr organizer ka hai to 2022 ka organizer ka hoga na?
16/11/22, 5:41 pm - .: Pta nhi
16/11/22, 5:41 pm - Saifullah RCCiit: Haa pucho ma usse
